continent,country,income,life_exp,population,year,alpha_2,alpha_3
africa,Burkina Faso,767.0,49.45,7158255.0,1982,BF,BFA
asia,New Zealand,22436.0,73.87,3188539.0,1982,NZ,NZL
africa,Nigeria,3474.0,52.8,77472907.0,1982,NG,NGA
europe,Malta,11912.0,75.01,339342.0,1982,MT,MLT
asia,Oman,25439.0,65.65,1290111.0,1982,OM,OMN
asia,Pakistan,2333.0,59.45,83445863.0,1982,PK,PAK
asia,Lebanon,5811.0,67.52,2632276.0,1982,LB,LBN
americas,Panama,8957.0,72.47,2073844.0,1982,PA,PAN
africa,Ethiopia,704.0,42.93,37136848.0,1982,ET,ETH
europe,Bulgaria,10631.0,71.16,8930671.0,1982,BG,BGR
americas,Paraguay,6038.0,72.19,3366719.0,1982,PY,PRY
americas,Peru,7437.0,63.9,18225730.0,1982,PE,PER
africa,Zimbabwe,2467.0,64.23,8027565.0,1983,ZW,ZWE
asia,Yemen,3627.0,54.02,9111097.0,1983,YE,YEM
americas,Uruguay,8556.0,71.46,2973463.0,1983,UY,URY
americas,United States,30185.0,74.71,236344004.0,1983,US,USA
europe,United Kingdom,21357.0,74.28,56330877.0,1983,GB,GBR
europe,Turkey,8535.0,63.82,47073422.0,1983,TR,TUR
africa,Tunisia,4999.0,67.13,6930387.0,1983,TN,TUN
americas,Trinidad and Tobago,15457.0,68.28,1138676.0,1983,TT,TTO
africa,Togo,1447.0,55.48,3026238.0,1983,TG,TGO
asia,Tajikistan,4274.0,65.07,4265247.0,1983,TJ,TJK
europe,Switzerland,40229.0,76.27,6377095.0,1983,CH,CHE
europe,Sweden,26808.0,76.6,8332443.0,1983,SE,SWE
africa,Zambia,2811.0,56.71,6521542.0,1983,ZM,ZMB
americas,Suriname,10291.0,68.57,365300.0,1983,SR,SUR
africa,Sudan,2233.0,57.44,16107730.0,1983,SD,SDN
asia,Sri Lanka,2820.0,69.83,15726802.0,1983,LK,LKA
africa,South Sudan,2530.0,46.01,5170558.0,1983,SS,SSD
asia,Solomon Islands,1547.0,61.16,254596.0,1983,SB,SLB
europe,Slovenia,20591.0,70.74,1903548.0,1983,SI,SVN
asia,Singapore,24095.0,72.11,2580261.0,1983,SG,SGP
africa,Seychelles,10039.0,69.02,68909.0,1983,SC,SYC
europe,Serbia,15972.0,71.19,9127677.0,1983,RS,SRB
africa,Senegal,1955.0,52.47,6100495.0,1983,SN,SEN
asia,Saudi Arabia,49634.0,69.54,11763837.0,1983,SA,SAU
africa,Sao Tome and Principe,2668.0,62.12,100318.0,1983,ST,STP
asia,Samoa,3477.0,64.94,158384.0,1983,WS,WSM
africa,Uganda,816.0,52.17,13735271.0,1983,UG,UGA
africa,Rwanda,1014.0,48.69,5673614.0,1983,RW,RWA
asia,Uzbekistan,3335.0,67.27,17221212.0,1983,UZ,UZB
americas,Puerto Rico,18699.0,73.76,3304682.0,1983,PR,PRI
europe,Poland,10835.0,71.29,36550846.0,1983,PL,POL
europe,Denmark,28392.0,74.65,5119607.0,1983,DK,DNK
europe,Georgia,9703.0,69.52,5122384.0,1983,GE,GEO
asia,Japan,21446.0,77.11,120438087.0,1983,JP,JPN
africa,Gambia,1586.0,56.48,673238.0,1983,GM,GMB
africa,Ghana,1628.0,54.34,11895125.0,1983,GH,GHA
africa,Equatorial Guinea,1248.0,46.11,314475.0,1983,GQ,GNQ
asia,Fiji,5208.0,63.46,685391.0,1983,FJ,FJI
africa,Morocco,3392.0,62.49,21528502.0,1983,MA,MAR
africa,Egypt,5044.0,60.93,47594556.0,1983,EG,EGY
asia,Tonga,3288.0,67.8,93774.0,1983,TO,TON
americas,Argentina,10030.0,71.04,29454738.0,1983,AR,ARG
europe,Cyprus,16279.0,75.58,694077.0,1983,CY,CYP
africa,Libya,40280.0,70.04,3614689.0,1983,LY,LBY
africa,South Africa,10927.0,58.64,32139708.0,1983,ZA,ZAF
africa,Mauritania,2962.0,56.9,1672496.0,1983,MR,MRT
asia,Nepal,1000.0,52.57,15974420.0,1983,NP,NPL
asia,United Arab Emirates,144955.0,68.2,1253060.0,1983,AE,ARE
americas,El Salvador,4436.0,59.19,4792903.0,1983,SV,SLV
americas,Chile,6867.0,70.51,11797534.0,1983,CL,CHL
americas,Aruba,17725.0,72.93,62201.0,1983,AW,ABW
asia,Bhutan,1297.0,54.87,441847.0,1983,BT,BTN
asia,Jordan,8493.0,68.9,2667470.0,1983,JO,JOR
asia,Qatar,90054.0,73.01,309479.0,1983,QA,QAT
europe,Portugal,15426.0,72.65,9958417.0,1983,PT,PRT
americas,Colombia,6421.0,69.72,29687094.0,1983,CO,COL
europe,Luxembourg,37142.0,73.19,365305.0,1983,LU,LUX
asia,China,1229.0,65.49,1037123834.0,1983,CN,CHN
americas,Mexico,12384.0,68.52,74196548.0,1983,MX,MEX
europe,Estonia,12358.0,69.95,1501420.0,1983,EE,EST
europe,Germany,28227.0,73.97,77790080.0,1983,DE,DEU
asia,Cambodia,791.0,49.43,7168236.0,1983,KH,KHM
africa,Benin,1380.0,50.97,4039949.0,1983,BJ,BEN
europe,Ukraine,9860.0,69.48,50570032.0,1983,UA,UKR
europe,Spain,18754.0,76.0,38514061.0,1983,ES,ESP
europe,Romania,13281.0,70.1,22928925.0,1983,RO,ROU
asia,Mongolia,2911.0,59.34,1823216.0,1983,MN,MNG
africa,Namibia,6491.0,59.45,1081081.0,1983,NA,NAM
asia,Bangladesh,1097.0,54.57,88338242.0,1983,BD,BGD
europe,Austria,26435.0,73.19,7603102.0,1983,AT,AUT
africa,Guinea,1137.0,45.37,4810496.0,1983,GN,GIN
europe,Azerbaijan,8469.0,65.92,6452076.0,1983,AZ,AZE
africa,Eritrea,966.0,47.74,2598410.0,1983,ER,ERI
europe,Montenegro,17165.0,73.68,602967.0,1983,ME,MNE
europe,Hungary,16989.0,69.03,10669693.0,1983,HU,HUN
asia,Vanuatu,2593.0,58.98,124249.0,1983,VU,VUT
africa,Djibouti,3461.0,58.55,393802.0,1983,DJ,DJI
europe,Albania,4248.0,72.15,2842624.0,1983,AL,ALB
asia,Israel,15501.0,74.49,3950123.0,1983,IL,ISR
americas,Guatemala,5662.0,60.62,7847472.0,1983,GT,GTM
africa,Gabon,26740.0,55.88,787013.0,1983,GA,GAB
americas,Barbados,11793.0,70.91,254518.0,1983,BB,BRB
europe,France,25188.0,75.06,54817832.0,1983,FR,FRA
europe,Bosnia and Herzegovina,3504.0,76.15,4308106.0,1983,BA,BIH
africa,Angola,3996.0,46.96,9931562.0,1983,AO,AGO
asia,Bahrain,38395.0,70.16,396454.0,1983,BH,BHR
americas,Dominican Republic,5176.0,67.63,6214857.0,1983,DO,DOM
americas,Canada,26525.0,76.04,25296840.0,1983,CA,CAN
europe,Armenia,3862.0,72.43,3238594.0,1983,AM,ARM
americas,Belize,3809.0,70.8,155822.0,1983,BZ,BLZ
africa,Comoros,1712.0,54.48,336096.0,1983,KM,COM
africa,Burundi,929.0,46.75,4448728.0,1983,BI,BDI
africa,Botswana,5224.0,61.67,1113539.0,1983,BW,BWA
europe,Iceland,24594.0,76.91,236019.0,1983,IS,ISL
africa,Central African Republic,984.0,50.95,2493135.0,1983,CF,CAF
africa,Chad,983.0,51.78,4829094.0,1983,TD,TCD
europe,Belgium,25879.0,73.81,9897880.0,1983,BE,BEL
africa,Sierra Leone,1518.0,53.06,3608751.0,1983,SL,SLE
europe,Croatia,19282.0,71.08,4669613.0,1983,HR,HRV
europe,Greece,18309.0,74.94,9867161.0,1983,GR,GRC
americas,Brazil,9590.0,64.94,129882321.0,1983,BR,BRA
asia,Turkmenistan,9553.0,62.89,3091511.0,1983,TM,TKM
asia,Papua New Guinea,1747.0,54.65,3594004.0,1983,PG,PNG
europe,Belarus,7279.0,70.73,9834424.0,1983,BY,BLR
africa,Kenya,2188.0,61.42,18239404.0,1983,KE,KEN
asia,Thailand,3912.0,66.69,50186199.0,1983,TH,THA
africa,Cameroon,3319.0,56.45,9445003.0,1983,CM,CMR
americas,Grenada,4888.0,68.35,95985.0,1983,GD,GRD
americas,Nicaragua,4593.0,67.56,3527939.0,1983,NI,NIC
africa,Guinea-Bissau,1605.0,48.78,854113.0,1983,GW,GNB
americas,Cuba,13669.0,74.36,9966733.0,1983,CU,CUB
americas,Guyana,3535.0,62.85,778948.0,1983,GY,GUY
americas,Honduras,3233.0,65.12,4031349.0,1983,HN,HND
americas,Paraguay,5686.0,72.41,3465793.0,1983,PY,PRY
asia,India,1412.0,56.19,746949067.0,1983,IN,IND
europe,Ireland,16502.0,74.4,3531776.0,1983,IE,IRL
asia,Iraq,10779.0,57.68,14825789.0,1983,IQ,IRQ
americas,Bahamas,23560.0,67.31,225187.0,1983,BS,BHS
europe,Italy,23664.0,74.75,56838675.0,1983,IT,ITA
africa,Algeria,10696.0,64.97,21228289.0,1983,DZ,DZA
americas,Costa Rica,6505.0,74.66,2589930.0,1983,CR,CRI
americas,Jamaica,6375.0,74.55,2273666.0,1983,JM,JAM
asia,Kazakhstan,13100.0,67.28,15421226.0,1983,KZ,KAZ
asia,Timor-Leste,891.0,48.76,624648.0,1983,TL,TLS
asia,Kiribati,1574.0,55.08,61768.0,1983,KI,KIR
asia,Kuwait,65168.0,74.81,1580638.0,1983,KW,KWT
americas,Antigua and Barbuda,9540.0,71.52,71639.0,1983,AG,ATG
africa,Mali,969.0,45.02,7543743.0,1983,ML,MLI
europe,Latvia,11957.0,69.51,2550927.0,1983,LV,LVA
africa,Lesotho,1079.0,56.34,1410439.0,1983,LS,LSO
africa,Liberia,1055.0,48.25,2102911.0,1983,LR,LBR
europe,Greenland,16832.0,62.89,51829.0,1983,GL,GRL
europe,Lithuania,16428.0,71.09,3506539.0,1983,LT,LTU
asia,Afghanistan,1454.0,43.75,12389269.0,1983,AF,AFG
africa,Madagascar,1814.0,53.86,9504281.0,1983,MG,MDG
asia,Australia,23584.0,75.51,15257358.0,1983,AU,AUS
africa,Malawi,609.0,46.91,6661358.0,1983,MW,MWI
asia,Philippines,4333.0,65.13,51455033.0,1983,PH,PHL
americas,Haiti,2559.0,51.64,6096692.0,1983,HT,HTI
asia,Malaysia,8065.0,69.84,14818617.0,1983,MY,MYS
americas,Ecuador,7689.0,66.85,8606213.0,1983,EC,ECU
asia,Maldives,2284.0,59.64,176356.0,1983,MV,MDV
africa,Mauritius,4942.0,67.96,998631.0,1983,MU,MUS
europe,Norway,35932.0,76.19,4124585.0,1983,NO,NOR
europe,Finland,23351.0,74.51,4862178.0,1983,FI,FIN
africa,Niger,1237.0,43.66,6529894.0,1983,NE,NER
africa,Somalia,794.0,48.65,6740220.0,1983,SO,SOM
africa,Mozambique,437.0,49.72,12657708.0,1983,MZ,MOZ
asia,Indonesia,3294.0,60.64,158044343.0,1983,ID,IDN
asia,Myanmar,2050.0,55.16,35697943.0,1983,MM,MMR
europe,Netherlands,25919.0,76.21,14365385.0,1983,NL,NLD
africa,Burkina Faso,738.0,50.17,7340905.0,1983,BF,BFA
asia,New Zealand,22808.0,73.97,3215729.0,1983,NZ,NZL
africa,Nigeria,3221.0,53.12,79462277.0,1983,NG,NGA
europe,Malta,11996.0,75.28,342628.0,1983,MT,MLT
asia,Oman,28410.0,66.59,1361097.0,1983,OM,OMN
asia,Pakistan,2421.0,59.77,86297640.0,1983,PK,PAK
americas,Panama,8839.0,72.8,2121939.0,1983,PA,PAN
asia,Lebanon,7026.0,67.68,2651292.0,1983,LB,LBN
africa,Ethiopia,736.0,42.5,38285883.0,1983,ET,ETH
europe,Bulgaria,10408.0,71.33,8953074.0,1983,BG,BGR
americas,Peru,6303.0,64.55,18660439.0,1983,PE,PER
africa,Zambia,2696.0,56.17,6738765.0,1984,ZM,ZMB
asia,Yemen,3661.0,54.89,9472170.0,1984,YE,YEM
americas,Uruguay,8410.0,71.72,2992645.0,1984,UY,URY
americas,United States,32110.0,74.81,238573861.0,1984,US,USA
europe,United Kingdom,21904.0,74.66,56386226.0,1984,GB,GBR
africa,Uganda,724.0,52.16,14174470.0,1984,UG,UGA
europe,Turkey,8798.0,64.49,48114105.0,1984,TR,TUR
africa,Tunisia,5048.0,67.87,7127941.0,1984,TN,TUN
asia,Tonga,3379.0,68.04,93842.0,1984,TO,TON
asia,Timor-Leste,912.0,50.76,646688.0,1984,TL,TLS
asia,Tajikistan,4172.0,65.34,4397525.0,1984,TJ,TJK
europe,Switzerland,41269.0,76.87,6416705.0,1984,CH,CHE
europe,Sweden,27890.0,76.86,8340440.0,1984,SE,SWE
americas,Suriname,9935.0,68.79,367660.0,1984,SR,SUR
africa,Sudan,2050.0,57.61,16658054.0,1984,SD,SDN
asia,Sri Lanka,2924.0,69.93,15951422.0,1984,LK,LKA
africa,South Sudan,2327.0,46.5,5319609.0,1984,SS,SSD
asia,Solomon Islands,1514.0,60.74,262709.0,1984,SB,SLB
europe,Slovenia,21000.0,71.2,1925314.0,1984,SI,SVN
asia,Singapore,25649.0,72.49,2643951.0,1984,SG,SGP
africa,Seychelles,10411.0,69.17,69459.0,1984,SC,SYC
europe,Serbia,16228.0,71.38,9192920.0,1984,RS,SRB
africa,Senegal,1810.0,53.48,6289327.0,1984,SN,SEN
asia,Saudi Arabia,44693.0,70.3,12484967.0,1984,SA,SAU
africa,Sao Tome and Principe,2469.0,62.24,101915.0,1984,ST,STP
asia,Samoa,3512.0,65.51,159283.0,1984,WS,WSM
africa,Rwanda,945.0,48.88,5881906.0,1984,RW,RWA
asia,Qatar,85422.0,73.27,341455.0,1984,QA,QAT
europe,Romania,13759.0,70.08,23013161.0,1984,RO,ROU
asia,Uzbekistan,3286.0,67.59,17659975.0,1984,UZ,UZB
americas,Puerto Rico,19864.0,73.89,3337859.0,1984,PR,PRI
europe,Poland,11138.0,71.03,36858895.0,1984,PL,POL
africa,South Africa,11151.0,59.22,32943584.0,1984,ZA,ZAF
africa,Ghana,1710.0,54.76,12311158.0,1984,GH,GHA
europe,Denmark,29711.0,74.81,5116058.0,1984,DK,DNK
europe,Germany,29135.0,74.44,77704336.0,1984,DE,DEU
europe,Georgia,10158.0,69.62,5164137.0,1984,GE,GEO
asia,Kiribati,1651.0,55.56,62765.0,1984,KI,KIR
africa,Somalia,832.0,48.98,6747932.0,1984,SO,SOM
asia,Fiji,5528.0,63.71,700366.0,1984,FJ,FJI
africa,Egypt,5303.0,61.65,48868951.0,1984,EG,EGY
americas,Argentina,10102.0,71.26,29920904.0,1984,AR,ARG
europe,Cyprus,17500.0,75.76,697717.0,1984,CY,CYP
africa,Libya,35408.0,70.58,3746715.0,1984,LY,LBY
americas,Cuba,14019.0,74.48,10017059.0,1984,CU,CUB
americas,Aruba,19124.0,73.07,62836.0,1984,AW,ABW
asia,United Arab Emirates,139882.0,68.6,1318478.0,1984,AE,ARE
americas,El Salvador,4459.0,60.11,4858532.0,1984,SV,SLV
americas,Barbados,12097.0,71.23,255193.0,1984,BB,BRB
asia,Jordan,8884.0,69.33,2780428.0,1984,JO,JOR
americas,Colombia,6518.0,70.13,30350086.0,1984,CO,COL
europe,Portugal,15121.0,72.94,9977168.0,1984,PT,PRT
europe,Luxembourg,39480.0,72.94,365795.0,1984,LU,LUX
americas,Mexico,12546.0,68.97,75780605.0,1984,MX,MEX
americas,Chile,7160.0,71.0,11985658.0,1984,CL,CHL
africa,Chad,994.0,52.15,4954046.0,1984,TD,TCD
africa,Guinea,1117.0,46.32,4943144.0,1984,GN,GIN
asia,Cambodia,790.0,53.22,7446019.0,1984,KH,KHM
asia,Papua New Guinea,1697.0,54.92,3694041.0,1984,PG,PNG
europe,Austria,26522.0,73.73,7607293.0,1984,AT,AUT
asia,Mongolia,3256.0,59.76,1871090.0,1984,MN,MNG
europe,Azerbaijan,8466.0,66.15,6557585.0,1984,AZ,AZE
africa,Namibia,6219.0,59.87,1111132.0,1984,NA,NAM
asia,Bangladesh,1131.0,55.0,90732362.0,1984,BD,BGD
africa,Togo,1436.0,55.96,3140237.0,1984,TG,TGO
europe,Montenegro,17534.0,73.83,609431.0,1984,ME,MNE
africa,Eritrea,913.0,48.21,2674289.0,1984,ER,ERI
europe,Hungary,17485.0,69.07,10617232.0,1984,HU,HUN
europe,Albania,4259.0,72.42,2901592.0,1984,AL,ALB
europe,Belarus,7381.0,70.09,9901045.0,1984,BY,BLR
asia,Israel,15310.0,74.78,4016130.0,1984,IL,ISR
asia,Nepal,1068.0,53.36,16347242.0,1984,NP,NPL
africa,Gambia,1494.0,57.37,701104.0,1984,GM,GMB
africa,Burundi,908.0,46.95,4571292.0,1984,BI,BDI
europe,Ukraine,9937.0,69.17,50750925.0,1984,UA,UKR
americas,Canada,27781.0,76.33,25571673.0,1984,CA,CAN
africa,Zimbabwe,2327.0,64.63,8342195.0,1984,ZW,ZWE
americas,Ecuador,7777.0,67.53,8823751.0,1984,EC,ECU
europe,Spain,18970.0,76.38,38688120.0,1984,ES,ESP
asia,Bahrain,41099.0,70.46,407227.0,1984,BH,BHR
europe,Bulgaria,10730.0,71.43,8968856.0,1984,BG,BGR
africa,Central African Republic,1019.0,50.81,2565803.0,1984,CF,CAF
africa,Gabon,25707.0,56.66,808083.0,1984,GA,GAB
europe,France,25497.0,75.56,55102743.0,1984,FR,FRA
africa,Angola,4099.0,47.23,10277321.0,1984,AO,AGO
asia,Japan,22268.0,77.5,121199799.0,1984,JP,JPN
americas,Guatemala,5534.0,61.16,8042897.0,1984,GT,GTM
europe,Malta,12324.0,75.54,345948.0,1984,MT,MLT
europe,Armenia,3840.0,72.1,3285595.0,1984,AM,ARM
africa,Equatorial Guinea,1169.0,46.52,338086.0,1984,GQ,GNQ
americas,Dominican Republic,5085.0,68.18,6351572.0,1984,DO,DOM
europe,Estonia,12470.0,69.83,1511199.0,1984,EE,EST
americas,Bahamas,23646.0,67.5,230015.0,1984,BS,BHS
europe,Bosnia and Herzegovina,3528.0,76.63,4350746.0,1984,BA,BIH
americas,Belize,3763.0,71.09,160347.0,1984,BZ,BLZ
africa,Benin,1447.0,51.62,4156819.0,1984,BJ,BEN
asia,Thailand,4068.0,67.52,51108082.0,1984,TH,THA
asia,Bhutan,1345.0,55.78,453720.0,1984,BT,BTN
europe,Iceland,25356.0,77.71,238808.0,1984,IS,ISL
europe,Belgium,26527.0,74.31,9906371.0,1984,BE,BEL
europe,Croatia,19659.0,71.31,4693431.0,1984,HR,HRV
africa,Sierra Leone,1497.0,53.16,3699467.0,1984,SL,SLE
europe,Greece,18776.0,75.21,9922431.0,1984,GR,GRC
americas,Brazil,9913.0,65.34,132800684.0,1984,BR,BRA
asia,Turkmenistan,9362.0,63.18,3166221.0,1984,TM,TKM
asia,Vanuatu,2710.0,59.44,127092.0,1984,VU,VUT
europe,Lithuania,16497.0,70.6,3533478.0,1984,LT,LTU
africa,Kenya,2144.0,61.74,18937738.0,1984,KE,KEN
africa,Cameroon,3476.0,56.83,9742263.0,1984,CM,CMR
americas,Grenada,5019.0,68.59,98439.0,1984,GD,GRD
americas,Nicaragua,4390.0,68.2,3619253.0,1984,NI,NIC
africa,Guinea-Bissau,1631.0,49.13,876873.0,1984,GW,GNB
americas,Guyana,3378.0,63.02,775219.0,1984,GY,GUY
africa,Mauritania,2692.0,57.41,1720812.0,1984,MR,MRT
americas,Honduras,3241.0,66.01,4154887.0,1984,HN,HND
asia,China,1456.0,65.68,1053210735.0,1984,CN,CHN
asia,India,1436.0,56.51,764245202.0,1984,IN,IND
europe,Ireland,17116.0,74.87,3551654.0,1984,IE,IRL
asia,Indonesia,3461.0,61.16,161555583.0,1984,ID,IDN
asia,Iraq,10666.0,58.34,15205501.0,1984,IQ,IRQ
africa,Djibouti,3795.0,58.97,406017.0,1984,DJ,DJI
europe,Italy,24842.0,75.51,56937695.0,1984,IT,ITA
africa,Algeria,10947.0,66.15,21893853.0,1984,DZ,DZA
americas,Costa Rica,6820.0,75.04,2659781.0,1984,CR,CRI
americas,Jamaica,6288.0,74.7,2308947.0,1984,JM,JAM
asia,Kazakhstan,13032.0,67.7,15603720.0,1984,KZ,KAZ
asia,Kuwait,63619.0,75.22,1655833.0,1984,KW,KWT
asia,Malaysia,8488.0,70.14,15191625.0,1984,MY,MYS
americas,Antigua and Barbuda,10388.0,71.82,70725.0,1984,AG,ATG
africa,Mali,996.0,45.86,7693667.0,1984,ML,MLI
europe,Latvia,12572.0,69.56,2564107.0,1984,LV,LVA
africa,Lesotho,1101.0,56.83,1442212.0,1984,LS,LSO
africa,Liberia,1015.0,48.46,2159089.0,1984,LR,LBR
europe,Greenland,15754.0,63.05,52534.0,1984,GL,GRL
asia,Afghanistan,1429.0,44.45,12047115.0,1984,AF,AFG
europe,Norway,38057.0,76.36,4138268.0,1984,NO,NOR
africa,Madagascar,1700.0,54.03,9780872.0,1984,MG,MDG
asia,Australia,24934.0,75.98,15487214.0,1984,AU,AUS
africa,Malawi,612.0,47.26,6895928.0,1984,MW,MWI
asia,Philippines,3928.0,65.53,52873974.0,1984,PH,PHL
americas,Haiti,2515.0,52.02,6240329.0,1984,HT,HTI
asia,Maldives,2817.0,60.6,182953.0,1984,MV,MDV
africa,Botswana,5608.0,62.08,1151292.0,1984,BW,BWA
americas,Paraguay,5692.0,72.64,3567752.0,1984,PY,PRY
asia,Myanmar,2110.0,55.52,36468888.0,1984,MM,MMR
africa,Mauritius,5132.0,68.14,1007501.0,1984,MU,MUS
europe,Finland,23926.0,74.82,4888204.0,1984,FI,FIN
africa,Niger,1004.0,44.15,6720344.0,1984,NE,NER
africa,Morocco,3443.0,63.33,22037610.0,1984,MA,MAR
africa,Mozambique,420.0,49.87,12853780.0,1984,MZ,MOZ
europe,Netherlands,26781.0,76.28,14437506.0,1984,NL,NLD
africa,Burkina Faso,729.0,50.71,7531242.0,1984,BF,BFA
asia,New Zealand,23698.0,74.53,3243036.0,1984,NZ,NZL
africa,Nigeria,3081.0,53.36,81497739.0,1984,NG,NGA
africa,Comoros,1730.0,54.93,345466.0,1984,KM,COM
asia,Oman,31842.0,67.48,1431077.0,1984,OM,OMN
asia,Pakistan,2458.0,60.09,89228949.0,1984,PK,PAK
americas,Trinidad and Tobago,16175.0,68.39,1155695.0,1984,TT,TTO
asia,Lebanon,10182.0,67.87,2667220.0,1984,LB,LBN
americas,Panama,8624.0,73.13,2170409.0,1984,PA,PAN
africa,Ethiopia,696.0,39.46,39518801.0,1984,ET,ETH
americas,Peru,6449.0,65.18,19099584.0,1984,PE,PER
asia,Yemen,3526.0,55.69,9847899.0,1985,YE,YEM
americas,Uruguay,8478.0,71.97,3011908.0,1985,UY,URY
americas,United States,33065.0,74.79,240824120.0,1985,US,USA
asia,United Arab Emirates,129469.0,68.98,1391052.0,1985,AE,ARE
africa,Uganda,716.0,52.09,14646624.0,1985,UG,UGA
europe,Turkey,9163.0,65.15,49133883.0,1985,TR,TUR
africa,Tunisia,5205.0,68.56,7321876.0,1985,TN,TUN
americas,Trinidad and Tobago,15331.0,68.5,1170928.0,1985,TT,TTO
asia,Tajikistan,4059.0,65.55,4537789.0,1985,TJ,TJK
europe,Switzerland,42462.0,76.99,6456224.0,1985,CH,CHE
africa,Zambia,2602.0,55.54,6955212.0,1985,ZM,ZMB
americas,Suriname,11162.0,68.98,371470.0,1985,SR,SUR
asia,Sri Lanka,3008.0,69.97,16179796.0,1985,LK,LKA
africa,South Sudan,2104.0,47.06,5450424.0,1985,SS,SSD
asia,Solomon Islands,1479.0,60.26,270801.0,1985,SB,SLB
europe,Slovenia,21062.0,71.63,1945135.0,1985,SI,SVN
asia,Singapore,25245.0,72.87,2705535.0,1985,SG,SGP
africa,Seychelles,11392.0,69.3,69836.0,1985,SC,SYC
europe,Serbia,16214.0,71.58,9253405.0,1985,RS,SRB
africa,Senegal,1823.0,54.45,6484738.0,1985,SN,SEN
asia,Saudi Arabia,36344.0,71.01,13189115.0,1985,SA,SAU
asia,Samoa,3636.0,66.1,160031.0,1985,WS,WSM
africa,Rwanda,962.0,49.15,6120107.0,1985,RW,RWA
asia,Uzbekistan,3227.0,67.85,18108300.0,1985,UZ,UZB
europe,Poland,11159.0,70.78,37128717.0,1985,PL,POL
africa,Ghana,1740.0,55.23,12716228.0,1985,GH,GHA
europe,Germany,29851.0,74.55,77717431.0,1985,DE,DEU
europe,Georgia,10580.0,69.75,5211441.0,1985,GE,GEO
africa,Gambia,1323.0,58.21,732096.0,1985,GM,GMB
europe,Finland,24630.0,74.49,4911220.0,1985,FI,FIN
africa,Sao Tome and Principe,2653.0,62.4,103634.0,1985,ST,STP
africa,Somalia,919.0,49.24,6791716.0,1985,SO,SOM
europe,Romania,13673.0,70.05,23103646.0,1985,RO,ROU
africa,Equatorial Guinea,1240.0,46.92,358896.0,1985,GQ,GNQ
asia,Fiji,5193.0,63.96,711661.0,1985,FJ,FJI
africa,Egypt,5539.0,62.38,50204985.0,1985,EG,EGY
africa,Morocco,3566.0,64.14,22537376.0,1985,MA,MAR
europe,Denmark,31032.0,74.68,5114243.0,1985,DK,DNK
asia,Tonga,3621.0,68.27,93953.0,1985,TO,TON
americas,Argentina,9262.0,71.46,30388783.0,1985,AR,ARG
africa,South Africa,10699.0,59.78,33730148.0,1985,ZA,ZAF
europe,Cyprus,18130.0,75.95,703687.0,1985,CY,CYP
africa,Libya,35825.0,71.09,3873781.0,1985,LY,LBY
africa,Sierra Leone,1415.0,53.14,3799550.0,1985,SL,SLE
africa,Zimbabwe,2395.0,64.86,8658857.0,1985,ZW,ZWE
asia,Nepal,1104.0,54.17,16723956.0,1985,NP,NPL
americas,Cuba,14135.0,74.57,10082989.0,1985,CU,CUB
americas,Aruba,20789.0,73.18,63026.0,1985,AW,ABW
americas,El Salvador,4478.0,61.24,4923860.0,1985,SV,SLV
americas,Chile,7193.0,71.42,12181028.0,1985,CL,CHL
asia,Bhutan,1385.0,56.69,467178.0,1985,BT,BTN
asia,Qatar,76910.0,73.51,371081.0,1985,QA,QAT
asia,Jordan,8859.0,69.75,2895985.0,1985,JO,JOR
europe,Portugal,15533.0,73.22,9985575.0,1985,PT,PRT
europe,Luxembourg,40621.0,73.51,366884.0,1985,LU,LUX
asia,China,1557.0,65.87,1070863389.0,1985,CN,CHN
americas,Mexico,12562.0,69.4,77360707.0,1985,MX,MEX
europe,Estonia,12540.0,69.97,1522397.0,1985,EE,EST
africa,Guinea,1085.0,47.33,5084767.0,1985,GN,GIN
asia,Cambodia,787.0,55.5,7712978.0,1985,KH,KHM
americas,Barbados,12115.0,71.54,255924.0,1985,BB,BRB
europe,Spain,19300.0,76.34,38835884.0,1985,ES,ESP
americas,Colombia,6613.0,70.48,31011688.0,1985,CO,COL
europe,Azerbaijan,8435.0,66.37,6666455.0,1985,AZ,AZE
asia,Mongolia,3188.0,60.22,1921881.0,1985,MN,MNG
asia,Bangladesh,1142.0,55.47,93199865.0,1985,BD,BGD
europe,Austria,27100.0,73.95,7614868.0,1985,AT,AUT
africa,Namibia,6069.0,60.27,1148302.0,1985,NA,NAM
europe,Bulgaria,10388.0,71.15,8975291.0,1985,BG,BGR
africa,Togo,1449.0,56.39,3252994.0,1985,TG,TGO
europe,Montenegro,17613.0,73.96,614016.0,1985,ME,MNE
africa,Eritrea,783.0,48.77,2753151.0,1985,ER,ERI
asia,Vanuatu,2679.0,59.87,130027.0,1985,VU,VUT
europe,Hungary,17103.0,69.01,10566817.0,1985,HU,HUN
asia,Japan,23554.0,77.8,121894038.0,1985,JP,JPN
europe,Ukraine,9981.0,69.47,50920778.0,1985,UA,UKR
europe,Albania,4267.0,72.71,2966798.0,1985,AL,ALB
europe,Bosnia and Herzegovina,3494.0,76.95,4392130.0,1985,BA,BIH
africa,Benin,1510.0,52.33,4278501.0,1985,BJ,BEN
africa,Djibouti,3704.0,59.38,425613.0,1985,DJ,DJI
africa,Mali,1001.0,46.68,7831889.0,1985,ML,MLI
